building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_0820,052-1571-024-00,(housing-singleton),1,housing_singleton,B2022-03620,,high,B2022-03620,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0823,054-1803-020-01,(housing-singleton),1,housing_singleton,B2025-03527,,high,B2025-03527,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0824,055-1905-022-00,(housing-singleton),1,housing_singleton,B2022-04718,,high,B2022-04718,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0826,058-2179-008-00,(housing-singleton),1,housing_singleton,B2024-01607,,high,B2024-01607,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0827,055-1826-006-00,(housing-singleton),1,housing_singleton,B2024-03969,,high,B2024-03969,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0828,052-1563-126-00,(housing-singleton),1,xref/base,B2019-05564,,high,B2019-05564,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0829,064-4295-023-01,(housing-singleton),1,housing_singleton,B2024-01983,,high,B2024-01983,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0831,055-1910-015-00,(housing-singleton),1,housing_singleton,B2017-02417,,high,B2017-02417,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0832,053-1595-005-00,(housing-singleton),1,housing_singleton,B2022-03743,,high,B2022-03743,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0833,055-1851-010-00,(housing-singleton),1,housing_singleton,B2024-05993,,high,B2024-05993,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0834,060-2438-036-00,(housing-singleton),1,housing_singleton,B2022-01702,,high,B2022-01702,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0835,061-2615-013-00,(housing-singleton),1,housing_singleton,B2022-00676,,high,B2022-00676,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0836,058-2145-043-00,(housing-singleton),1,housing_singleton,B2022-03212,,high,B2022-03212,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0837,060-2436-013-01,(housing-singleton),1,housing_singleton,B2023-00277,,high,B2023-00277,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0838,056-1989-009-01,(housing-singleton),1,housing_singleton,B2025-04792,,high,B2025-04792,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0839,058-2179-025-00,(housing-singleton),1,housing_singleton,B2022-05010,,high,B2022-05010,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0840,060-2398-018-00,(housing-singleton),1,housing_singleton,B2024-04542,,high,B2024-04542,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0842,060-2403-015-00,(housing-singleton),1,housing_singleton,B2021-05718,,high,B2021-05718,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0843,053-1609-017-00,(housing-singleton),1,housing_singleton,B2021-05463,,high,B2021-05463,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0844,060-2493-053-00,(housing-singleton),1,housing_singleton,B2024-01650,,high,B2024-01650,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0845,057-2064-003-00,(housing-singleton),1,housing_singleton,B2025-00819,,high,B2025-00819,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_0846,061-2606-018-00,(housing-singleton),1,housing_singleton,B2018-03696,,high,B2018-03696,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0847,059-2282-029-00,(housing-singleton),1,housing_singleton,B2018-03533,,high,B2018-03533,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0848,058-2177-003-00,(housing-singleton),1,housing_singleton,B2022-04690,,high,B2022-04690,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_0849,060-2490-045-02,(housing-singleton),1,housing_singleton,B2024-01727,,high,B2024-01727,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0850,059-2258-030-00,(housing-singleton),1,housing_singleton,B2023-00050,,high,B2023-00050,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0851,053-1614-018-00,Building 11,1,building_label,B2025-02381-REV01,,high,B2025-02381-REV01,high,single,revision,multi,revision_family,22
B3_0852,053-1614-018-00,Building 7,1,building_label,B2025-02381,,high,B2025-02381,high,single,ancillary,multi,-,22
B3_0853,060-2487-022-00,(housing-singleton),1,housing_singleton,B2025-03840,,high,B2025-03840,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0854,053-1606-002-00,(housing-singleton),1,housing_singleton,B2025-01687,,high,B2025-01687,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0855,064-4244-001-00,(housing-singleton),1,housing_singleton,B2022-06044,,high,B2022-06044,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0857,060-2466-080-00,(housing-singleton),1,housing_singleton,B2022-04254,,high,B2022-04254,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0858,056-1932-014-00,(housing-singleton),1,housing_singleton,B2024-04549,,high,B2024-04549,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0859,060-2489-028-00,(housing-singleton),1,housing_singleton,B2024-01716,,high,B2024-01716,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0860,058-2175-015-01,(housing-singleton),1,housing_singleton,B2023-05149,,high,B2023-05149,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0861,055-1883-018-00,(housing-singleton),1,housing_singleton,B2025-00579,,high,B2025-00579,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0862,060-2490-020-00,(housing-singleton),1,housing_singleton,B2025-03796,,high,B2025-03796,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0864,058-2244-003-00,(housing-singleton),1,housing_singleton,B2022-02503,,high,B2022-02503,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0865,060-2484-024-00,(housing-singleton),1,housing_singleton,B2025-05026,,high,B2025-05026,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0866,055-1829-011-00,(housing-singleton),1,xref/base,B2025-00820,1.0,high,B2025-00820,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0867,058-2196-004-00,(housing-singleton),1,housing_singleton,B2023-04922,,high,B2023-04922,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0868,063-2975-013-00,(housing-singleton),1,housing_singleton,B2024-02776,,high,B2024-02776,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0871,055-1909-023-00,(housing-singleton),1,housing_singleton,B2020-04513,,high,B2020-04513,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0873,062-2897-015-00,(housing-singleton),1,housing_singleton,B2023-05180,,high,B2023-05180,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0874,052-1428-008-00,(housing-singleton),1,housing_singleton,B2024-05536,,high,B2024-05536,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0875,061-2577-011-00,(housing-singleton),1,housing_singleton,B2025-04361,,high,B2025-04361,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0876,058-2120-006-00,(housing-singleton),1,housing_singleton,B2019-05208,,high,B2019-05208,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0878,059-2270-026-00,(housing-singleton),1,housing_singleton,B2022-05592,,high,B2022-05592,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0880,056-1994-017-00,(housing-singleton),1,housing_singleton,B2019-00953,,high,B2019-00953,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0881,062-2886-022-00,(housing-singleton),1,housing_singleton,B2023-05953,,high,B2023-05953,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0882,053-1694-014-00,(housing-singleton),1,housing_singleton,B2018-03427,,high,B2018-03427,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0883,060-2455-030-03,(housing-singleton),1,housing_singleton,B2023-06093,,high,B2023-06093,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0884,059-2290-026-00,(housing-singleton),1,housing_singleton,B2024-03685,,high,B2024-03685,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0885,053-1622-006-00,(housing-singleton),1,housing_singleton,B2025-02799,,high,B2025-02799,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0886,059-2258-013-00,(housing-singleton),1,housing_singleton,B2023-01263,,high,B2023-01263,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0887,059-2252-012-00,(housing-singleton),1,housing_singleton,B2023-04296,,high,B2023-04296,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0888,060-2493-029-00,(housing-singleton),1,housing_singleton,B2024-02170,,high,B2024-02170,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0889,060-2400-025-00,(housing-singleton),1,housing_singleton,B2024-03772,,high,B2024-03772,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0890,063-3140-083-00,(housing-singleton),1,housing_singleton,B2025-05127,,high,B2025-05127,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0891,062-2885-035-00,(housing-singleton),1,housing_singleton,B2025-02992,,high,B2025-02992,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0892,061-2588-037-00,(housing-singleton),1,housing_singleton,B2024-02703,,high,B2024-02703,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0894,053-1696-012-00,(housing-singleton),1,housing_singleton,B2023-04178,,high,B2023-04178,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0895,055-1825-024-01,(housing-singleton),1,housing_singleton,B2024-00339,,high,B2024-00339,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0896,058-2124-016-00,(housing-singleton),1,housing_singleton,B2018-03252,1.0,high,B2018-03252,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0897,060-2423-070-00,(housing-singleton),1,housing_singleton,B2016-01338,,high,B2016-01338,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0898,059-2274-017-00,(housing-singleton),1,housing_singleton,B2022-05343,,high,B2022-05343,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0899,052-1428-012-01,(housing-singleton),1,housing_singleton,B2024-03557,,high,B2024-03557,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0901,056-1919-011-00,(housing-singleton),1,housing_singleton,B2019-04629,,high,B2019-04629,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0902,064-4226-002-00,(housing-singleton),1,housing_singleton,B2024-01250,,high,B2024-01250,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0904,056-2002-033-00,(housing-singleton),1,housing_singleton,B2022-05549,,high,B2022-05549,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0906,056-2008-009-00,(housing-singleton),1,housing_singleton,B2024-00567,,high,B2024-00567,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0908,054-1803-020-01,(housing-singleton),1,housing_singleton,B2025-05523,,high,B2025-05523,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0909,054-1792-017-00,(housing-singleton),1,housing_singleton,B2024-05962,,high,B2024-05962,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0910,053-1667-014-00,(housing-singleton),1,housing_singleton,B2024-00431,,high,B2024-00431,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0911,061-2574-023-00,(housing-singleton),1,housing_singleton,B2023-03363,,high,B2023-03363,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0912,057-2065-028-00,(housing-singleton),1,housing_singleton,B2025-03438,,high,B2025-03438,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0913,058-2126-027-00,(housing-singleton),1,housing_singleton,B2023-01438,,high,B2023-01438,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0914,059-2289-039-00,(housing-singleton),1,housing_singleton,B2017-04866,,high,B2017-04866,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0915,060-2402-018-00,(housing-singleton),1,housing_singleton,B2018-03156,,high,B2018-03156,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0916,053-1621-010-00,(housing-singleton),1,housing_singleton,B2022-05764,,high,B2022-05764,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0917,062-2885-029-00,(housing-singleton),1,xref/base,B2016-05523,,high,B2016-05523,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0918,058-2156-031-00,(housing-singleton),1,housing_singleton,B2025-01912,,high,B2025-01912,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0919,060-2449-003-00,(housing-singleton),1,housing_singleton,B2019-05514,,high,B2019-05514,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0920,056-1969-024-00,(housing-singleton),1,housing_singleton,B2024-05846,,high,B2024-05846,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0921,054-1787-016-00,(housing-singleton),1,housing_singleton,B2020-01013,,high,B2020-01013,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0922,056-1941-010-00,(housing-singleton),1,housing_singleton,B2022-05673,,high,B2022-05673,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0923,060-2489-027-00,(housing-singleton),1,housing_singleton,B2025-03833,,high,B2025-03833,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0924,060-2473-010-00,(housing-singleton),1,housing_singleton,B2023-02980,,high,B2023-02980,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0925,060-2493-034-00,(housing-singleton),1,housing_singleton,B2024-01728,,high,B2024-01728,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0926,059-2293-016-00,(housing-singleton),1,housing_singleton,B2022-05115,,high,B2022-05115,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0928,060-2423-040-00,(housing-singleton),1,housing_singleton,B2023-03756,,high,B2023-03756,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0929,057-2015-029-00,(housing-singleton),1,housing_singleton,B2025-00899,,high,B2025-00899,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0930,060-2478-017-00,(housing-singleton),1,housing_singleton,B2022-05697,,high,B2022-05697,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0931,062-2882-025-00,(housing-singleton),1,housing_singleton,B2023-01770,,high,B2023-01770,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0932,053-1677-006-00,(housing-singleton),1,housing_singleton,B2024-03270,,high,B2024-03270,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0934,056-1927-012-00,(housing-singleton),1,housing_singleton,B2025-01300,,high,B2025-01300,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0935,055-1844-026-00,(housing-singleton),1,housing_singleton,B2022-03771,,high,B2022-03771,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0939,052-1566-045-00,(housing-singleton),1,housing_singleton,B2023-03593,,high,B2023-03593,high,single,completion,housing_singleton,housing_singleton_kept,22
