record,module,source,record_type,role,units,units_source,status_source,address,apn,filed,issued,finaled,status,status_asof,description,production
PLN2023-0093,Planning,census,Pre-Application,screen,56,description,capdetail,2276 SHATTUCK Ave,,2023-12-14,,,Closed,2026-09-21,"SB330 Preliminary Application: Retaining of the existing east and south facades of the existing morse block building; Reduction of existing 32,350 square feet o",Planning_2023-12-13_2023-12-16
PLN2023-0092,Planning,census,Pre-Application,screen,152,description,census,2733 SAN PABLO,054-1742-032-00,2023-12-13,,,Closed,2026-07-08,"SB 330 Preliminary Application: Preliminary application for the construction of an new eight-story, 152-unit mixed use housing development with 84,504 sf of res",Planning_2023-12-13_2023-12-16
PLN2023-0091,Planning,census,Pre-Application,screen,132,description,census,2109 VIRGINIA,058-2178-018-00,2023-12-13,,,Closed,2026-07-08,"SB 330 Preliminary Application for the construction of a new 7-story, 132-unit mixed use housing development with 84,803 sf of new residential use, parking gara",Planning_2023-12-13_2023-12-16
PLN2023-0099,Planning,census,Pre-Application,screen,156,description,census,1581 UNIVERSITY,057-2071-006-01,2023-12-20,,,Closed,2026-07-08,SB-330 Preliminary Application for the demolition of 2 existing non-landmarked mixed-use structures and surface parking for the construction of a new eight-stor,Planning_2023-12-17_2023-12-20
PLN2023-0096,Planning,census,Pre-Application,screen,221,description,census,2920 SHATTUCK,053-1590-005-01,2023-12-18,,,Closed,2026-07-08,"SB-330 Preliminary application for the construction of a ten-story, 221-unit mixed-use housing development. 109,858 sf of new residential use, 9 parking spots a",Planning_2023-12-17_2023-12-20
PLN2023-0102,Planning,census,Pre-Application,screen,136,description,capdetail,2847 SHATTUCK Ave,,2023-12-22,,,Closed,2026-09-21,"SB 330 Preliminary Application for demolition of a commercial building and construction of a 9-story, 58,954-square-foot (gross floor area) mixed-use/residentia",Planning_2023-12-21_2023-12-24
PLN2023-0101,Planning,census,Pre-Application,screen,96,description,capdetail,2720 SAN PABLO Ave,,2023-12-22,,,Closed,2026-09-21,"SB 330 Preliminary Application for demolition of existing commercial structures, and construction of a 7-story, 41,975-square-foot (gross floor area) mixed-use/",Planning_2023-12-21_2023-12-24
PLN2023-0100,Planning,census,Pre-Application,screen,168,description,census,1899 OXFORD,058-2181-019-05,2023-12-21,,,Closed,2026-07-08,"SB-330 Preliminary Application for the demolition of an existing non-landmarked structure and surface parking for the construction of a new seven-story, 168-uni",Planning_2023-12-21_2023-12-24
PLN2024-0009,Planning,census,Pre-Application,screen,36,description,census,2442 Haste Street,055-1881-018-00,2024-02-06,,,Closed,2026-07-08,"SB 330 Pre-App: Proposing the demolition of existing three-story residential building and construct an eight-story 41,633 square-foot residential building; Dens",Planning_2024-02-03_2024-02-06
PLN2024-0011,Planning,census,Pre-Application,screen,66,description,capdetail,2138 Kittredge Street,057-2029-015-00,2024-02-14,,,Under Review,2026-09-21,"SB 330 Pre-Application to demolish an existing 3-unit residential building and construct an 8 story 42,951 square-foot residential building; Density Bonus Proje",Planning_2024-02-11_2024-02-14
PLN2024-0010,Planning,census,Pre-Application,screen,739,description,capdetail,1750 SACRAMENTO St,,2024-02-20,,,Approved,2026-09-21,AB 2011 Ministerial Application. The proposed project is a transit-oriented in-fill development of 13 mixed-use and multi-family residential buildings totaling ,Planning_2024-02-19_2024-02-22
ZP2024-0027,Planning,census,Zoning Permit,screen,32,description,capdetail,2614 TELEGRAPH Ave,,2024-03-01,,,Approved,2026-09-21,"SB-330 Mixed-Use Housing Development Project. Use Permit to merge two parcels, demolish a single-family dwelling (2614 Telegraph) and a commercial office (2417 ",Planning_2024-02-27_2024-03-01
ZP2024-0029,Planning,census,Zoning Permit,screen,79,description,census,2680 BANCROFT WAY,055-1871-001-03,2024-03-04,,,Approved,2026-07-08,"Use Permit #ZP2024-0029 to demolish the parking lot ancillary to the Bancroft Hotel at 2680 Bancroft Way to construct a 32,241 square-foot, 8-story (88 feet) mu",Planning_2024-03-02_2024-03-05
DRCP2024-0002,Planning,census,Design Review Committee Preliminary,screen,19,description,capdetail,2614 TELEGRAPH Ave,,2024-03-06,,,Approved,2026-09-21,"SB-330 Mixed-Use Housing Development Project for the construction of two, 4-story buildings with a total of 19 units with 28,748-sqft of residential area, and 7",Planning_2024-03-06_2024-03-09
PLN2024-0018,Planning,census,Pre-Application,screen,22,description,capdetail,2317 CHANNING WAY,055-1884-006-00,2024-03-13,,,Under Review,2026-09-21,"The proposed project is a modification to approved UPPH - ZP2020-0090. The modification includes raising the building out of the ground, increasing the max buil",Planning_2024-03-10_2024-03-13
ZP2024-0033,Planning,census,Zoning Permit,screen,22,description,census,2317 CHANNING WAY,055-1884-006-00,2024-03-13,,,Approved,2026-07-08,"2317 Channing Avenue Use Permit Modification #ZP2024-0033 to modify the project originally approved under #ZP2020-0090 to construct a five-story (50 feet), 17,0",Planning_2024-03-10_2024-03-13
PLN2024-0023,Planning,census,Pre-Application,screen,70,description,capdetail,2334 DURANT,055-1884-018-00,2024-03-25,,,Pending,2026-09-21,"Pre App requesting feedback on a project proposing a six-story, 70 unit development consisting of 100% affordable housing to low income households (80% AMI). Ap",Planning_2024-03-22_2024-03-25
DRCF2024-0002,Planning,census,Design Review Committee Final,screen,58,description,capdetail,2127 DWIGHT Way,,2024-03-28,,,Approved,2026-09-21,The Project will demolish two of four existing residential buildings (eliminating 8 of 16 units total The Project will replace these two buildings with a 6-stor,Planning_2024-03-26_2024-03-29
DRCF2024-0001,Planning,census,Design Review Committee Final,screen,144,description,census,3030 Telegraph,052-1576-027-01,2024-03-28,,,Approved,2026-07-08,"The Project proposes the demolition of an existing -10,000 SF medical office building and 2 residential buildings each with 2 vacant apartments (4 apartments to",Planning_2024-03-26_2024-03-29
DRCF2024-0003,Planning,census,Design Review Committee Final,screen,36,description,capdetail,2403 SAN PABLO Ave,,2024-04-08,,,Approved,2026-09-21,"The project is a (4) story co-housing building with 36 units. The ground floor contains a retail space along San Pablo Ave, with garage parking off of Channing ",Planning_2024-04-07_2024-04-10
DRCP2024-0004,Planning,census,Design Review Committee Preliminary,screen,94,description,capdetail,80 Shattuck,,2024-04-26,,,Incomplete Pending Applicant,2026-09-21,"Mixed-Use Housing Development Project, to construct an eight-story building, 134,115 sqft mixed-use building, with 94 residential units.",Planning_2024-04-23_2024-04-26
ZP2024-0047,Planning,census,Zoning Permit,screen,94,description,capdetail,80 SHATTUCK,,2024-04-26,,,Corrections Pending Applicant,2026-09-21,"SB-330 Mixed-Use Housing Development Project for the construction of an eight story building with 94 residential units, 2,438-sqft of retail space; 4,653-sqft o",Planning_2024-04-23_2024-04-26
DRCF2024-0004,Planning,census,Design Review Committee Final,screen,207,description,capdetail,1598 UNIVERSITY Ave,,2024-05-02,,,Approved,2026-09-21,"REMOVAL OF TWO EXISTING 1 STORY COMMERCIAL STRUCTURES & CONSTRUCTION OF A NEW 8-STORY MIXED-USE BUILDING WITH 207 DWELLING UNITS, GROUND LEVEL LOBBY AND AMENITI",Planning_2024-05-01_2024-05-04
DRCP2024-0006,Planning,census,Design Review Committee Preliminary,screen,276,description,census,2700 SHATTUCK AVENUE,054-1723-001-00,2024-05-14,,,Approved,2026-07-08,Design review for a use permit to demolish an existing commercial structure and construct a eight-story mixed-use housing development with 276 dwelling units.,Planning_2024-05-13_2024-05-16
ZP2024-0058,Planning,census,Zoning Permit,screen,276,description,capdetail,2700 SHATTUCK AVENUE,054-1723-001-00,2024-05-14,,,Appealed,2026-09-21,SB330 project to demolish an existing commercial structure and construct a eight-story mixed-use housing development with 276 dwelling units.,Planning_2024-05-13_2024-05-16
DRCP2024-0005,Planning,census,Design Review Committee Preliminary,screen,97,description,census,2655 SHATTUCK AVENUE,055-1826-018-02,2024-05-22,,,Approved,2026-07-08,"Demolish an existing 1-story commercial building to construct an 85-foot tall, 83,479 square foot, 8-story Mixed Use residential/commercial building. Total of 9",Planning_2024-05-21_2024-05-24
ZP2024-0057,Planning,census,Zoning Permit,screen,97,description,census,2655 SHATTUCK AVENUE,055-1826-018-02,2024-05-22,,,Approved,2026-07-08,"Demolish an existing 1-story commercial building to construct an 85-foot tall, 83,479 square foot, 8-story Mixed Use residential/commercial building. Total of 9",Planning_2024-05-21_2024-05-24
DRCP2024-0008,Planning,census,Design Review Committee Preliminary,screen,36,description,census,2442 HASTE ST,055-1881-018-00,2024-06-05,,,Approved,2026-07-08,"SB330 project to demolish an existing three-story residential building with four units, and construct a eight-story, 85-feet tall residential building, with 36 ",Planning_2024-06-02_2024-06-05
ZP2024-0070,Planning,census,Zoning Permit,screen,38,description,census,2442 HASTE ST,055-1881-018-00,2024-06-05,,,Approved,2026-07-08,"Revised Project Description based on resubmittal of 03/11/2025: On March 11, 2025, staff received application material resubmitted for the zoning permit applica",Planning_2024-06-02_2024-06-05
ZP2024-0067,Planning,census,Zoning Permit,screen,56,description,capdetail,2276 SHATTUCK Ave,,2024-06-05,,,Pending Final Action,2026-09-21,"SB330 Preliminary Application: Retaining of the existing east and south facades of the existing morse block building; Reduction of existing 32,350 square feet o",Planning_2024-06-02_2024-06-05
DRCP2024-0007,Planning,census,Design Review Committee Preliminary,screen,131,description,census,2109 VIRGINIA,058-2178-018-00,2024-06-04,,,Approved,2026-07-08,"Demolition of existing non-landmarked 2-story commercial structure and surface parking. Construction of a new 8-story(88'-4"" tall), 131-unit mixed-use housing d",Planning_2024-06-02_2024-06-05
ZP2024-0066,Planning,census,Zoning Permit,screen,131,description,census,2109 VIRGINIA STREET,058-2178-018-00,2024-06-04,,,Approved,2026-07-08,"Demolition of existing non-landmarked 2-story commercial structure and surface parking. Construction of a new 8-story(88'-4"" tall), 131-unit mixed-use housing d",Planning_2024-06-02_2024-06-05
DRCP2024-0009,Planning,census,Design Review Committee Preliminary,screen,74,description,capdetail,2955 SHATTUCK AVENUE,053-1589-018-01,2024-06-11,,,Application Complete,2026-09-21,State Density Bonus Project to merge two lots and demolish (2) existing 2-story commercial structures and (1) existing 1-story commercial structure. The propose,Planning_2024-06-10_2024-06-13
ZP2024-0071,Planning,census,Zoning Permit,screen,74,description,capdetail,2955 SHATTUCK AVENUE,053-1589-018-01,2024-06-11,,,Pending Final Action,2026-09-21,State Density Bonus Project to merge two lots and demolish (2) existing 2-story commercial structures and (1) existing 1-story commercial structure. The propose,Planning_2024-06-10_2024-06-13
DRCP2024-0010,Planning,census,Design Review Committee Preliminary,screen,158,description,capdetail,1581 UNIVERSITY Ave,,2024-06-17,,,Incomplete Pending Applicant,2026-09-21,"SB-330 Project - Demolition of 2 existing non-landmarked mixed-use structures and surface parking to construct a new 88'6"", 7-story, 158-unit mixed-use housing ",Planning_2024-06-14_2024-06-17
ZP2024-0074,Planning,census,Zoning Permit,screen,158,description,capdetail,1581 UNIVERSITY,057-2071-006-01,2024-06-14,,,Corrections Pending Applicant,2026-09-21,"SB-330 Project - Demolition of 2 existing non-landmarked mixed-use structures and surface parking to construct a new 88'6"", 7-story, 158-unit mixed-use housing ",Planning_2024-06-14_2024-06-17
ZP2024-0079,Planning,census,Zoning Permit,screen,87,description,capdetail,2036 BANCROFT,055-1894-017-04,2024-06-19,,,In Review,2026-09-21,"SB-330 Project - Demolition of two existing landmarked buildings and a partial landmarked commercial office building to construct an 85', 8-story, multi-family ",Planning_2024-06-18_2024-06-21
DRCP2024-0013,Planning,census,Design Review Committee Preliminary,screen,136,description,capdetail,2847 SHATTUCK,053-1686-020-00,2024-06-18,,,Incomplete Pending Applicant,2026-09-21,"SB-330 Project - Demolition of existing non-landmarked mixed-use structure and surface parking to construct a new 9-story, 102'0"" in height, 136-unit mixed-use ",Planning_2024-06-18_2024-06-21
ZP2024-0077,Planning,census,Zoning Permit,screen,136,description,capdetail,2847 SHATTUCK,053-1686-020-00,2024-06-18,,,In Review,2026-09-21,"SB-330 Project - Demolition of existing non-landmarked mixed-use structure and surface parking to construct a new 9-story, 102'0"" in height, 136-unit mixed-use ",Planning_2024-06-18_2024-06-21
DRCP2024-0012,Planning,census,Design Review Committee Preliminary,screen,117,description,capdetail,2720 SAN PABLO,054-1744-007-00,2024-06-18,,,Incomplete Pending Applicant,2026-09-21,"SB-330 Project: Demolition of existing non-landmarked mixed-use structure and surface parking for the construction of a new eight-story, 88'10"" in height, 117-u",Planning_2024-06-18_2024-06-21
ZP2024-0076,Planning,census,Zoning Permit,screen,117,description,capdetail,2720 SAN PABLO,054-1744-007-00,2024-06-18,,,In Review,2026-09-21,"SB-330 Project - Demolition of existing non-landmarked mixed-use structure and surface parking for the construction of a new eight-story, 88'10"" in height, 117-",Planning_2024-06-18_2024-06-21
DRCP2024-0011,Planning,census,Design Review Committee Preliminary,screen,214,description,census,1899 OXFORD STREET,058-2181-019-05,2024-06-18,,,Approved,2026-07-08,"SB-330 Project - Demolition of existing non-landmarked mixed-use structure and surface parking to construct a new 7-story, 214-unit mixed use housing developmen",Planning_2024-06-18_2024-06-21
ZP2024-0075,Planning,census,Zoning Permit,screen,8,description,census,1899 OXFORD,058-2181-019-05,2024-06-18,,,Approved,2026-07-08,"SB-330 Project - Use Permit to demolish a two-story multifamily building (8 units), merge two lots, and construct a 7-story, (78 feet, 9 inches in maximum heigh",Planning_2024-06-18_2024-06-21
PLN2024-0049,Planning,census,Pre-Application,screen,117,description,capdetail,2425 DURANT AVENUE,055-1878-007-01,2024-08-08,,,Under Review,2026-09-21,SB 330 Pre-App to construct a residential building with approximately 117 apartments. This projects involves the demolition of three existing residential buildi,Planning_2024-08-05_2024-08-08
ZP2024-0114,Planning,census,Zoning Permit,screen,66,description,census,2138 KITTREDGE STREET,057-2029-015-00,2024-08-12,,,Approved,2026-07-08,"Use Permit Application to demolish an existing 3-unit residential building and construct an 8 story 42,951 square-foot residential building; Density Bonus Proje",Planning_2024-08-09_2024-08-12
DRCP2024-0015,Planning,census,Design Review Committee Preliminary,screen,66,description,census,2138 KITTREDGE STREET - PDR,057-2029-015-00,2024-08-22,,,Approved,2026-07-08,"Design Review Application to demolish an existing 3-unit residential building and construct an 8 story 42,951 square-foot residential building; Density Bonus Pr",Planning_2024-08-21_2024-08-24
DRCF2024-0005,Planning,census,Design Review Committee Final,screen,52,description,census,2587 TELEGRAPH AVE,055-1839-019-01,2024-08-26,,,Approved,2026-07-08,"The proposed project is an 8-story mixed use development with 52 dwelling units and approximately 2,900 square feet of ground-floor commercial space for rent. T",Planning_2024-08-25_2024-08-28
ZP2024-0131,Planning,census,Zoning Permit,screen,148,description,capdetail,2115 KITTREDGE STREET,057-2030-008-00,2024-09-16,,,Incomplete Pending Applicant,2026-09-21,Construction of a twenty-three-story building with a live performance theater and 148 dwelling units that will retain the original primary south facade of the b,Planning_2024-09-14_2024-09-17
PLN2024-0054,Planning,census,Pre-Application,screen,63,description,capdetail,2372 ELLSWORTH STREET,055-1887-003-00,2024-09-20,,,Under Review,2026-09-21,"SB-330 Project: Demolition of existing building to construct a seven-story, 49,900-square-foot residential building. A total of 63 units comprised of studios, t",Planning_2024-09-18_2024-09-21
ZP2024-0147,Planning,census,Zoning Permit,screen,4,description,capdetail,2420 Ashby,052-1573-078-02,2024-10-08,,,In Review,2026-09-21,"Use Permit to convert a nonconforming medical office use to a multifamily residential use by reconfiguring interior space to create 4 dwelling units, establish ",Planning_2024-10-08_2024-10-11
ZP2024-0169,Planning,census,Zoning Permit,screen,49,description,census,2372 ELLSWORTH STREET,055-1887-003-00,2024-11-19,,,Approved,2026-07-08,"SB-330 project to demolish one existing one-story commercial building and surface parking lot, and construct a 7-Story (approximately 85 feet) 49,900 square fee",Planning_2024-11-17_2024-11-20
ZP2024-0170,Planning,census,Zoning Permit,screen,52,description,census,2587 Telegraph,055-1839-019-01,2024-11-26,,,Approved,2026-07-08,Use Permit Modification to ZP2023-0068 for the construction of an eight-story mixed-use development with 52 dwelling units and 2500 square-feet of ground-floor ,Planning_2024-11-25_2024-11-28
PLN2024-0070,Planning,census,Pre-Application,screen,160,description,capdetail,2029 University student housing,,2024-12-10,,,Under Review,2026-09-21,"SB 330 Pre-app to demolish a two-story commercial building, and construct a 23-story (256-foot) 160-unit multifamily development, with 12 Very Low-Income units,",Planning_2024-12-07_2024-12-10
PLN2024-0069,Planning,census,Pre-Application,screen,240,description,capdetail,2029 UNIVERSITY AVENUE APARTMENTS,,2024-12-10,,,Under Review,2026-09-21,"SB 330 Pre-app to demolish a two-story commercial building, and construct a 23-story (256-foot) 240-unit multifamily development, with 18 Very Low-Income units,",Planning_2024-12-07_2024-12-10
DRCF2024-0006,Planning,census,Design Review Committee Final,screen,456,description,census,2128 OXFORD STREET,057-2031-001-01,2024-12-09,,,Approved,2026-07-08,New construction of 26 stories Mixed Use Development that consists of commercial ground floor and 456 dwelling units with 40 affordable units and 36 parking sta,Planning_2024-12-07_2024-12-10
ZP2024-0182,Planning,census,Zoning Permit,screen,160,description,capdetail,2029 University Avenue,057-2053-008-01,2024-12-19,,,Pending Final Action,2026-09-21,"The project is the construction of a new 23-story (256'-0""), 160-unit student housing development with 189,650 sf of new residential use and parking garage for ",Planning_2024-12-19_2024-12-22
ZP2024-0181,Planning,census,Zoning Permit,screen,240,description,capdetail,2029 University Avenue,057-2053-008-01,2024-12-19,,,Pending Final Action,2026-09-21,"The project is the construction of a new 23-story (256'-0""), 240-unit housing development with 190,878_sf of new residential use and parking garage for up to 29",Planning_2024-12-19_2024-12-22
DRCP2025-0002,Planning,census,Design Review Committee Preliminary,screen,160,description,census,2029 University - Student Housing,057-2053-008-01,2025-01-09,,,Approved,2026-07-08,"The project is the construction of a new 23-story (256'-0""), 160-unit student housing development with 189,650 sf of new residential use and parking garage for ",Planning_2025-01-08_2025-01-11
DRCP2025-0001,Planning,census,Design Review Committee Preliminary,screen,240,description,census,2029 University - Multi-Family,057-2053-008-01,2025-01-09,,,Approved,2026-07-08,"The project is the construction of a new 23-story (256'-0""), 240-unit housing development with 190,878_sf of new residential use and parking garage for up to 29",Planning_2025-01-08_2025-01-11
PLN2025-0019,Planning,census,Pre-Application,screen,18,description,census,2344 FULTON STREET,055-1892-004-00,2025-05-01,,,Closed,2026-07-08,Pre-application request for a meeting with LUP staff and feedback for a proposed project for an 18-residential unit multi-family dwelling (apartment building).,Planning_2025-04-30_2025-05-03
PLN2025-0053,Planning,census,Pre-Application,screen,68,description,capdetail,2330 DURANT Ave,,2025-06-13,,,Under Review,2026-09-21,"SB 330 Preliminary Application for the removal of all of existing structures and new construction of a 100% affordable 65,585 sq. ft. 6-story housing developmen",Planning_2025-06-13_2025-06-16
PLN2025-0038,Planning,census,Pre-Application,screen,68,description,capdetail,2330 DURANT,055-1884-017-00,2025-06-13,,,Under Review,2026-09-21,"Removal of all of existing structures and new construction of a 100% affordable 65,585 sq. ft. 6-story housing development with 68 dwelling units using a state ",Planning_2025-06-13_2025-06-16
PLN2025-0047,Planning,census,Pre-Application,screen,6,description,capdetail,1745 CEDAR St,,2025-06-27,,,Closed,2026-09-21,This is a preliminary application for a SB-684 Subdivision Homeownership Project which vests rights under zoning applicable as of the submittal date per Califor,Planning_2025-06-25_2025-06-28
PLN2025-0040,Planning,census,Pre-Application,screen,6,description,census,1745 CEDAR,059-2275-016-00,2025-06-27,,,Closed,2026-07-08,"The project is the construction of a new 3-story (35'-0""), 6-unit housing development with 8,976 sf of new residential use and 6 parking spots. Project includes",Planning_2025-06-25_2025-06-28
PLN2025-0050,Planning,census,Pre-Application,screen,6,description,capdetail,1850 BERRYMAN ST,,2025-06-25,,,Under Review,2026-09-21,"Preliminary application for the construction of a new 3-story residential development with 7,272 sf of new residential use, 6 dwelling units and ground level pa",Planning_2025-06-25_2025-06-28
PLN2025-0039,Planning,census,Pre-Application,screen,58,description,capdetail,2001 CENTER STREET,057-2023-013-00,2025-07-08,,,Closed,2026-09-21,Pre-Application Project Feedback on project to convert office building to mixed-use with commercial ground floor and approx. 58 residential units above.,Planning_2025-07-07_2025-07-10
ZP2025-0069,Planning,census,Zoning Permit,screen,3,description,capdetail,3101 SACRAMENTO STREET,052-1542-017-00,2025-07-28,,,Pending Final Action,2026-09-21,"Create a first-floor building shell for a future tenant. Remove (e) partial second floor framing (1st floor ceiling frame), fire-damaged framing, and replace in",Planning_2025-07-27_2025-07-30
PLN2025-0052,Planning,census,Pre-Application,screen,6,description,capdetail,1850 BERRYMAN,,2025-08-01,,,Under Review,2026-09-21,"Preliminary application for the construction of a new 3-story residential development with 7,272 sf of new residential use, 6 dwelling units and ground level pa",Planning_2025-07-31_2025-08-03
